id,tool,category,label,file,n_reads,bytes_read,min_size,median_size,p99_size,max_size,unique_byte_coverage,coverage_pct,redundancy,sequential_pct,monotonic_pct,max_seek_back,n_passes,elapsed_s,first_offset,last_offset_end,n_streams,n_minor_streams,dominant_stream_bytes_pct
p2_freq_chr1_3,plink2,range_filter,--freq --chr 1-3,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_bp_window_chr1,plink1.9,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,bed,11,1033209,1017,131072,131072,131072,1033209,0.42,1.0,90.0,90.0,248692736,1,0.022,248692736,1032192,1,1,99.9
p19_freq_bp_window_chr1,plink1.9,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.295,0,25988112,1,0,100.0
p19_freq_bp_window_chr1,plink1.9,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_freq_bp_window_chr1,plink2,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,bed,11,1033209,1017,131072,131072,131072,1033209,0.42,1.0,90.0,90.0,248692736,1,0.013,248692736,1032192,1,1,99.9
p2_freq_bp_window_chr1,plink2,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.297,0,25988112,1,0,100.0
p2_freq_bp_window_chr1,plink2,range_filter,--freq --chr 1 --from-bp 0 --to-bp 100000,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_snp_range,plink1.9,range_filter,--freq --snp rs500000 --window 1000,bed,42,4854777,1017,131072,131072,131072,4854777,1.95,1.0,95.1,97.6,248692736,1,0.07,248692736,129359872,1,2,99.64
p19_freq_snp_range,plink1.9,range_filter,--freq --snp rs500000 --window 1000,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.275,0,25988112,1,0,100.0
p19_freq_snp_range,plink1.9,range_filter,--freq --snp rs500000 --window 1000,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_extract_10,plink1.9,list_filter,--freq --extract <10 SNPs>,bed,12,70649,1017,4096,16384,16384,70649,0.03,1.0,9.1,90.9,248692736,1,0.028,248692736,223825920,0,11,0.0
p19_freq_extract_10,plink1.9,list_filter,--freq --extract <10 SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.4,0,25988112,1,0,100.0
p19_freq_extract_10,plink1.9,list_filter,--freq --extract <10 SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_freq_extract_1k,plink1.9,list_filter,--freq --extract <1k SNPs>,bed,1056,5010425,1017,4096,16384,16384,5010425,2.01,1.0,5.2,99.9,248692736,1,0.375,248692736,248254464,1,1,99.98
p19_freq_extract_1k,plink1.9,list_filter,--freq --extract <1k SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.304,0,25988112,1,0,100.0
p19_freq_extract_1k,plink1.9,list_filter,--freq --extract <1k SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_extract_100k,plink1.9,list_filter,--freq --extract <100k SNPs>,bed,1721,225166329,1017,131072,131072,131072,225166329,90.54,1.0,99.9,99.9,248692736,1,2.458,248692736,225165312,1,1,100.0
p19_freq_extract_100k,plink1.9,list_filter,--freq --extract <100k SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.32,0,25988112,1,0,100.0
p19_freq_extract_100k,plink1.9,list_filter,--freq --extract <100k SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_exclude_10,plink1.9,list_filter,--freq --exclude <10 SNPs>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.737,248692736,248692736,1,1,100.0
p19_freq_exclude_10,plink1.9,list_filter,--freq --exclude <10 SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.345,0,25988112,1,0,100.0
p19_freq_exclude_10,plink1.9,list_filter,--freq --exclude <10 SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_freq_extract_10,plink2,list_filter,--freq --extract <10 SNPs>,bed,12,70649,1017,4096,16384,16384,70649,0.03,1.0,9.1,90.9,248692736,1,0.047,248692736,223825920,0,11,0.0
p2_freq_extract_10,plink2,list_filter,--freq --extract <10 SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.305,0,25988112,1,0,100.0
p2_freq_extract_10,plink2,list_filter,--freq --extract <10 SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_freq_extract_1k,plink2,list_filter,--freq --extract <1k SNPs>,bed,1056,5010425,1017,4096,16384,16384,5010425,2.01,1.0,5.2,99.9,248692736,1,0.339,248692736,248254464,1,1,99.98
p2_freq_extract_1k,plink2,list_filter,--freq --extract <1k SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.308,0,25988112,1,0,100.0
p2_freq_extract_1k,plink2,list_filter,--freq --extract <1k SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_freq_extract_100k,plink2,list_filter,--freq --extract <100k SNPs>,bed,1721,225166329,1017,131072,131072,131072,225166329,90.54,1.0,99.9,99.9,248692736,1,2.527,248692736,225165312,1,1,100.0
p2_freq_extract_100k,plink2,list_filter,--freq --extract <100k SNPs>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.296,0,25988112,1,0,100.0
p2_freq_extract_100k,plink2,list_filter,--freq --extract <100k SNPs>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_freq_keep_10,plink1.9,sample_filter,--freq --keep <10 samples>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.674,248692736,248692736,1,1,100.0
p19_freq_keep_10,plink1.9,sample_filter,--freq --keep <10 samples>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.273,0,25988112,1,0,100.0
p19_freq_keep_10,plink1.9,sample_filter,--freq --keep <10 samples>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_freq_remove_10,plink1.9,sample_filter,--freq --remove <10 samples>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.714,248692736,248692736,1,1,100.0
p19_freq_remove_10,plink1.9,sample_filter,--freq --remove <10 samples>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.268,0,25988112,1,0,100.0
p19_freq_remove_10,plink1.9,sample_filter,--freq --remove <10 samples>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_freq_keep_10,plink2,sample_filter,--freq --keep <10 samples>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.691,248692736,248692736,1,1,100.0
p2_freq_keep_10,plink2,sample_filter,--freq --keep <10 samples>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.327,0,25988112,1,0,100.0
p2_freq_keep_10,plink2,sample_filter,--freq --keep <10 samples>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_maf,plink1.9,quality_filter,--freq --maf 0.05,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.676,248692736,248692736,1,1,100.0
p19_freq_maf,plink1.9,quality_filter,--freq --maf 0.05,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.315,0,25988112,1,0,100.0
p19_freq_maf,plink1.9,quality_filter,--freq --maf 0.05,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_geno,plink1.9,quality_filter,--freq --geno 0.05,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.798,248692736,248692736,1,1,100.0
p19_freq_geno,plink1.9,quality_filter,--freq --geno 0.05,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.299,0,25988112,1,0,100.0
p19_freq_geno,plink1.9,quality_filter,--freq --geno 0.05,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_freq_maf_geno,plink1.9,quality_filter,--freq --maf 0.05 --geno 0.05,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.701,248692736,248692736,1,1,100.0
p19_freq_maf_geno,plink1.9,quality_filter,--freq --maf 0.05 --geno 0.05,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.315,0,25988112,1,0,100.0
p19_freq_maf_geno,plink1.9,quality_filter,--freq --maf 0.05 --geno 0.05,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_freq_maf,plink2,quality_filter,--freq --maf 0.05,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.65,248692736,248692736,1,1,100.0
p2_freq_maf,plink2,quality_filter,--freq --maf 0.05,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.3,0,25988112,1,0,100.0
p2_freq_maf,plink2,quality_filter,--freq --maf 0.05,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_indep_pairwise,plink1.9,ld,--indep-pairwise 50 5 0.1,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.733,248692736,248692736,1,1,100.0
p19_indep_pairwise,plink1.9,ld,--indep-pairwise 50 5 0.1,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.286,0,25988112,1,0,100.0
p19_indep_pairwise,plink1.9,ld,--indep-pairwise 50 5 0.1,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_indep_pairwise,plink2,ld,--indep-pairwise 50 5 0.1,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.717,248692736,248692736,1,1,100.0
p2_indep_pairwise,plink2,ld,--indep-pairwise 50 5 0.1,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.294,0,25988112,1,0,100.0
p2_indep_pairwise,plink2,ld,--indep-pairwise 50 5 0.1,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_ld_single_pair,plink1.9,ld,--ld rs100 rs101,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.705,248692736,248692736,1,1,100.0
p19_ld_single_pair,plink1.9,ld,--ld rs100 rs101,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.322,0,25988112,1,0,100.0
p19_ld_single_pair,plink1.9,ld,--ld rs100 rs101,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_r2_window,plink1.9,ld,--r2 --ld-window-r2 0.2,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.916,248692736,248692736,1,1,100.0
p19_r2_window,plink1.9,ld,--r2 --ld-window-r2 0.2,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.301,0,25988112,1,0,100.0
p19_r2_window,plink1.9,ld,--r2 --ld-window-r2 0.2,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_pca,plink1.9,pca,--pca 10,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.704,248692736,248692736,1,1,100.0
p19_pca,plink1.9,pca,--pca 10,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.304,0,25988112,1,0,100.0
p19_pca,plink1.9,pca,--pca 10,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_pca_approx,plink2,pca,--pca approx 10,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.536,248692736,248692736,1,1,100.0
p2_pca_approx,plink2,pca,--pca approx 10,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.3,0,25988112,1,0,100.0
p2_pca_approx,plink2,pca,--pca approx 10,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_grm_bin,plink1.9,grm,--make-grm-bin,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.779,248692736,248692736,1,1,100.0
p19_grm_bin,plink1.9,grm,--make-grm-bin,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.324,0,25988112,1,0,100.0
p19_grm_bin,plink1.9,grm,--make-grm-bin,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_make_king,plink2,grm,--make-king,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.953,248692736,248692736,1,1,100.0
p2_make_king,plink2,grm,--make-king,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.294,0,25988112,1,0,100.0
p2_make_king,plink2,grm,--make-king,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_linear,plink1.9,gwas,--linear --pheno <random>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.757,248692736,248692736,1,1,100.0
p19_linear,plink1.9,gwas,--linear --pheno <random>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.354,0,25988112,1,0,100.0
p19_linear,plink1.9,gwas,--linear --pheno <random>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_glm,plink2,gwas,--glm --pheno <random>,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.757,248692736,248692736,1,1,100.0
p2_glm,plink2,gwas,--glm --pheno <random>,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.285,0,25988112,1,0,100.0
p2_glm,plink2,gwas,--glm --pheno <random>,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_freq_t8,plink1.9,scan_t8,--freq --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.781,248692736,248692736,1,1,100.0
p19_freq_t8,plink1.9,scan_t8,--freq --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.332,0,25988112,1,0,100.0
p19_freq_t8,plink1.9,scan_t8,--freq --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_missing_t8,plink1.9,scan_t8,--missing --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.668,248692736,248692736,1,1,100.0
p19_missing_t8,plink1.9,scan_t8,--missing --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.282,0,25988112,1,0,100.0
p19_missing_t8,plink1.9,scan_t8,--missing --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_hardy_t8,plink1.9,scan_t8,--hardy --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.692,248692736,248692736,1,1,100.0
p19_hardy_t8,plink1.9,scan_t8,--hardy --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.319,0,25988112,1,0,100.0
p19_hardy_t8,plink1.9,scan_t8,--hardy --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_het_t8,plink1.9,scan_t8,--het --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.757,248692736,248692736,1,1,100.0
p19_het_t8,plink1.9,scan_t8,--het --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.297,0,25988112,1,0,100.0
p19_het_t8,plink1.9,scan_t8,--het --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_freq_t8,plink2,scan_t8,--freq --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.878,248692736,248692736,1,1,100.0
p2_freq_t8,plink2,scan_t8,--freq --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.298,0,25988112,1,0,100.0
p2_freq_t8,plink2,scan_t8,--freq --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_missing_t8,plink2,scan_t8,--missing --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.682,248692736,248692736,1,1,100.0
p2_missing_t8,plink2,scan_t8,--missing --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.279,0,25988112,1,0,100.0
p2_missing_t8,plink2,scan_t8,--missing --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
